time,open,high,low,close,Volume,Volume MA
1438214400,289.85,290.08,284.53,288.01,NaN,NaN
1438300800,288.29,289,281.8,284.33,NaN,NaN
1438387200,284.69,285.16,276.66,280.19,NaN,NaN
1438473600,280.19,282.9,276.57,282.32,NaN,NaN
1438560000,282.53,285.8,279.52,280.43,NaN,NaN
1438646400,280.43,285.88,280.43,285,NaN,NaN
1438732800,284.91,285.86,280.63,281.13,NaN,NaN
1438819200,281.13,281.65,276.6,277.48,NaN,NaN
1438905600,277.48,280.43,274.19,279.63,NaN,NaN
1438992000,279.94,279.97,260.41,262.19,NaN,NaN
1439078400,262.19,268.95,261.01,265.05,NaN,NaN
1439164800,265.05,266.79,261.6,264.33,NaN,NaN
1439251200,264.11,271.5,264.07,271.15,NaN,NaN
1439337600,271.15,271.16,265.71,267.73,NaN,NaN
1439424000,267.53,267.88,262.32,264.48,NaN,NaN
1439510400,264.74,266.99,262,265.4,NaN,NaN
1439596800,265.57,266.5,260.45,261.46,NaN,NaN
1439683200,261.46,262.2,254.01,256.11,NaN,NaN
1439769600,256.11,259.12,254.63,256.47,NaN,NaN
1439856000,256.66,256.99,221.11,224.8,NaN,NaN
1439942400,224,237.66,222.01,226.92,NaN,NaN
1440028800,226.4,236.66,226.4,235.54,NaN,NaN
1440115200,235.15,236.66,231.77,233.49,NaN,NaN
1440201600,233.5,235.2,223.01,231,NaN,NaN
1440288000,231,234.03,225.85,228.89,NaN,NaN
1440374400,228.35,228.99,207.73,209.72,NaN,NaN
1440460800,209.76,228.04,198.12,222.38,NaN,NaN
1440547200,222.38,231.09,219.77,225.8,NaN,NaN
1440633600,225.8,228.89,223.17,225.09,NaN,NaN
1440720000,225.09,235.93,220.29,231.65,NaN,NaN
1440806400,231.76,233.9,226.67,230.54,NaN,NaN
1440892800,230.41,232.75,225.04,229,NaN,NaN
1440979200,229.04,232.49,224.39,229.86,NaN,NaN
1441065600,230.25,231.67,226.17,227.96,NaN,NaN
1441152000,227.97,230.77,226,229.18,NaN,NaN
1441238400,228.95,229.96,226.5,227.28,NaN,NaN
1441324800,227.24,231.4,226.33,230.52,NaN,NaN
1441411200,230.72,237.22,229.23,235.6,NaN,NaN
1441497600,235.39,244.2,235.02,240.28,NaN,NaN
1441584000,240.28,242.91,238.44,240.19,NaN,NaN
1441670400,240.07,246.24,239.98,244.21,NaN,NaN
1441756800,244.04,244.22,237.01,238.35,NaN,NaN
1441843200,238.35,241.65,234.78,238.66,NaN,NaN
1441929600,238.57,240.94,237.5,240,NaN,NaN
1442016000,239.92,240,233.02,234.79,NaN,NaN
1442102400,234.79,236.09,228,229.66,NaN,NaN
1442188800,229.66,232.92,223.99,229.71,NaN,NaN
1442275200,229.84,231.21,226.5,230.03,NaN,NaN
1442361600,229.99,230.5,223,228.34,NaN,NaN
1442448000,228.34,235,227,232.17,NaN,NaN
1442534400,232.2,234.4,230.83,233.12,NaN,NaN
1442620800,233.24,233.76,229.89,230,NaN,NaN
1442707200,230,231.7,229,230.16,NaN,NaN
1442793600,230.1,230.15,225,226.15,NaN,NaN
1442880000,226.15,231.96,223.12,230.42,NaN,NaN
1442966400,230.08,231.5,228,229.42,NaN,NaN
1443052800,229.42,235.52,228.89,233.86,NaN,NaN
1443139200,233.88,237.25,232.56,235.22,NaN,NaN
1443225600,235.14,235.67,233,233.81,NaN,NaN
1443312000,233.81,234.61,231.16,232.41,NaN,NaN
1443398400,232.4,239.68,231.69,239.14,NaN,NaN
1443484800,239.14,240.56,235.09,236.94,NaN,NaN
1443571200,236.78,238.27,234.67,236.2,NaN,NaN
1443657600,235.87,239.44,235.01,237.15,NaN,NaN
1443744000,238,239.06,235,237.77,NaN,NaN
1443830400,237.77,239.86,236.3,238.95,NaN,NaN
1443916800,239.06,239.98,237.62,238.6,NaN,NaN
1444003200,238.6,240.85,236.1,240.84,NaN,NaN
1444089600,240.85,248.19,239.52,246.57,NaN,NaN
1444176000,246.79,247.65,242.3,243.2,NaN,NaN
1444262400,243.47,244.76,242.06,242.9,NaN,NaN
1444348800,243.29,244.95,242.16,244.48,NaN,NaN
1444435200,244.49,246.43,243,245.71,NaN,NaN
1444521600,245.71,248.5,244.53,248.05,NaN,NaN
1444608000,248.05,248.47,245.01,245.81,NaN,NaN
1444694400,245.81,250.89,242.82,249.73,NaN,NaN
1444780800,249.97,255.93,248.06,252.47,NaN,NaN
1444867200,252.47,256.5,250.3,254.49,NaN,NaN
1444953600,254.49,267,253.69,263.09,NaN,NaN
1445040000,263.09,273,260.8,270.07,NaN,NaN
1445126400,270.04,271.17,260,261.05,NaN,NaN
1445212800,260.99,266.01,259.82,263.66,NaN,NaN
1445299200,264.28,272.95,262.67,270.64,NaN,NaN
1445385600,270.3,272.69,264,267.89,NaN,NaN
1445472000,267.9,280.04,267.39,275.21,NaN,NaN
1445558400,275.21,280.19,273.46,278.6,NaN,NaN
1445644800,278.6,284,278.22,282.84,NaN,NaN
1445731200,283.03,296,282.2,283.96,NaN,NaN
1445817600,283.96,286.99,279.25,286.9,NaN,NaN
1445904000,286.9,300,286.15,295.54,NaN,NaN
1445990400,295.8,308.48,294.4,305.65,NaN,NaN
1446076800,305.67,319.6,301.7,314.82,NaN,NaN
1446163200,314.95,334.05,313.5,328.65,NaN,NaN
1446249600,328.28,334.67,302.99,310.18,NaN,NaN
1446336000,310.9,329.85,303.01,325.78,NaN,NaN
1446422400,325.78,369.02,320,361.74,NaN,NaN
1446508800,361.26,420.77,360.4,404.06,NaN,NaN
1446595200,404.55,502,368.11,408,NaN,NaN
1446681600,407.99,448.79,364.37,385.5,NaN,NaN
1446768000,387.77,396.67,353.26,374.47,NaN,NaN
1446854400,374.41,392.82,371.07,383.53,NaN,NaN
1446940800,383.62,390.47,366.18,372.65,NaN,NaN
1447027200,372.86,386.79,360.54,377.9,NaN,NaN
1447113600,378.02,381.44,323.63,336.8,NaN,NaN
1447200000,335.02,341.41,294,309.91,NaN,NaN
1447286400,309.95,344.78,308.42,337.17,NaN,NaN
1447372800,337,342,325,336.99,NaN,NaN
1447459200,336.98,356.1,325.45,333,NaN,NaN
1447545600,332.95,334.99,314.6,319.28,NaN,NaN
1447632000,319.29,332.25,315,330.83,NaN,NaN
1447718400,330.82,350.44,329,336.08,NaN,NaN
1447804800,336,337.89,330.28,335.65,NaN,NaN
1447891200,335.68,336.48,324.92,326.02,NaN,NaN
1447977600,326.51,327.73,310,322.04,NaN,NaN
1448064000,322.04,328.94,318.52,326.5,NaN,NaN
1448150400,326.5,326.6,320.13,324.2,NaN,NaN
1448236800,324.2,326.09,320.39,323.48,NaN,NaN
1448323200,323.48,323.5,317,319.7,NaN,NaN
1448409600,319.7,330.84,316,328.9,NaN,NaN
1448496000,328.9,369.7,328.53,353.21,NaN,NaN
1448582400,353.9,364.8,347.84,357.14,NaN,NaN
1448668800,357.42,359.44,350.41,356.95,NaN,NaN
1448755200,356.78,373.15,354.45,371.48,NaN,NaN
1448841600,371.2,383,367.11,376.71,NaN,NaN
1448928000,376.7,379,354.56,363.06,NaN,NaN
1449014400,362.7,362.84,348.64,358.89,NaN,NaN
1449100800,359.11,370.53,356.21,361.42,NaN,NaN
1449187200,361.48,364.3,355.92,363.62,NaN,NaN
1449273600,363.62,389.89,363,388,NaN,NaN
1449360000,388,399.85,383,388.24,NaN,NaN
